Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Sleep Quality
1116,43,Other,22.1,7.37,9.27,55,147,165,10.80362334,10,3,7,7
2586,28,Other,23.97,7.43,7.46,66,129,101,9.377189495,8,2,4,8
6073,19,Male,23.55,8.58,9.03,37,171,66,7.376042007,7,1,9,7
8173,28,Other,23.47,4.23,4.76,37,128,135,7.779682631,1,3,1,3
6356,48,Male,22.02,4.06,6.05,44,242,58,11.9213217,1,4,8,8
5116,56,Male,20.97,5.73,8.77,85,134,61,7.977963842,8,8,8,4
1862,41,Male,22.25,5,6.75,4,138,156,4.835379569,6,4,2,10
4323,19,Other,21.8,5.71,7.91,73,175,72,8.373895584,8,10,7,5
8646,24,Male,21.73,2.31,4.58,41,186,171,7.550358728,7,9,5,10
2421,24,Other,20.03,5.16,9.13,43,85,45,5.028367661,9,3,10,2
1842,34,Female,22.63,5.69,7.06,49,22,121,8.58578366,8,10,9,5
2648,31,Female,21.97,4.95,6.98,4,286,36,5.033091233,4,5,1,1
8621,40,Other,21.23,2.97,5.73,46,103,157,7.303936482,4,9,1,9
5799,25,Other,22.85,4.92,6.07,57,176,31,10.89614911,6,4,4,2
1479,48,Male,23.75,5.19,5.44,87,216,60,8.467759726,3,1,10,9
3421,21,Other,22.23,3.55,5.32,42,278,60,8.39618198,1,7,7,2
6811,30,Other,21.55,3.43,5.88,0,42,41,8.598045525,1,3,10,3
6244,50,Other,20.67,1.87,5.21,5,30,39,4.214783475,7,1,4,9
9937,20,Male,22.7,7.89,9.19,71,31,178,5.659189743,3,3,6,1
1407,35,Female,21.78,4.42,6.64,86,88,154,9.932870672,1,10,9,1
3422,32,Male,21.98,5.39,7.41,65,289,100,4.09301281,6,9,10,2
4749,59,Other,21.25,3.87,6.62,15,286,117,10.53972276,4,10,3,9
8185,49,Female,23.13,6.83,7.69,63,186,109,5.498552742,7,4,1,5
8216,18,Female,22.78,3.8,5.01,87,120,2,5.025080322,3,1,2,3
2094,22,Female,23.33,4.51,5.18,56,164,74,11.88007798,5,7,9,3
3963,50,Other,21.58,4.12,6.54,62,220,9,11.07842465,7,8,5,5
8994,29,Other,20.35,3.7,7.35,37,108,52,5.608625502,10,8,6,1
9709,45,Other,22.12,3.88,5.77,16,264,77,7.521043346,1,9,4,6
6839,50,Other,22.17,3.28,5.11,46,220,49,8.948775692,10,8,3,2
8832,36,Female,22,6.74,8.74,44,246,115,4.868222324,9,5,6,6
1948,38,Male,23.5,4.87,5.37,14,137,47,9.879971506,6,10,7,2
3369,55,Male,22.55,3.97,5.42,15,81,76,5.205859258,2,1,5,9
1589,30,Other,23.82,6.98,7.16,79,234,30,10.02710492,1,5,8,1
9232,36,Male,20.33,2.65,6.31,22,32,19,11.46801501,8,4,1,8
6938,23,Other,20.07,0.7,4.63,85,145,114,5.562135482,6,1,10,3
1724,25,Other,21.37,3.76,6.4,6,46,135,4.954396645,3,5,6,3
4572,20,Male,21.42,2.97,5.56,11,117,58,6.15211145,2,7,8,8
8806,40,Other,20.93,5.43,8.5,20,110,128,9.551896559,9,10,9,2
6642,24,Other,23.42,4.66,5.25,68,132,165,8.68411234,10,7,1,6
9002,45,Male,21.03,3.98,6.94,41,185,56,8.594957794,6,9,5,3
2325,59,Female,20.53,1.16,4.63,24,72,142,11.47196293,6,4,1,10
5516,25,Male,20.92,4.78,7.86,6,254,21,10.7776759,5,9,1,1
7705,24,Female,21.82,6.77,8.96,6,172,87,5.45461597,7,1,6,3
1679,19,Other,20.38,1.61,5.23,8,210,145,8.503852036,8,1,8,4
5779,55,Male,20.05,1.1,5.05,4,91,87,8.413638021,7,8,3,1
4591,18,Male,23.02,7.01,8,67,130,133,4.125559483,2,3,10,2
4730,31,Male,23.7,7.21,7.51,23,181,165,6.259990695,3,6,10,4
1293,19,Male,22.5,4.86,6.36,46,99,22,11.83516584,7,10,9,5
1899,39,Male,21.27,3.19,5.93,71,97,89,4.945905406,6,6,6,1
2506,23,Female,21.42,3.04,5.62,74,293,82,4.480681258,10,8,9,9
3258,41,Female,20.37,4.65,8.28,82,270,97,10.88582848,3,1,4,9
1673,34,Female,20.02,2.88,6.86,9,292,175,5.056787214,8,7,4,9
7891,43,Other,23.2,6.3,7.1,55,262,54,4.75377903,8,6,9,5
4209,47,Other,22.58,5.38,6.79,35,275,48,4.145642425,7,1,10,7
2194,52,Other,22.18,3.45,5.27,44,87,142,5.175384217,6,7,10,1
8307,21,Other,21.83,6.96,9.13,54,232,171,11.15502479,6,3,3,9
6962,34,Male,23.97,6.67,6.71,77,186,38,8.315474844,3,2,10,3
3472,39,Female,23.43,6.81,7.38,65,181,136,11.8071467,4,10,8,5
8660,56,Other,23.23,8.47,9.24,72,199,57,9.411175892,7,10,9,6
6177,42,Male,23.18,7.77,8.59,75,251,137,5.213335683,9,7,8,8
9431,28,Female,23.8,7.95,8.15,6,218,76,11.18623766,10,9,6,7
1838,18,Male,23.9,6.93,7.03,57,296,114,4.221519094,9,8,2,8
1599,32,Male,20.1,4.12,8.02,22,174,166,6.993368749,1,3,10,3
8234,44,Other,21.93,2.85,4.92,12,79,42,5.481786647,10,7,1,2
2608,35,Female,23.65,4.25,4.6,18,99,115,11.02353251,8,4,5,4
2692,53,Other,22.48,7.42,8.93,23,181,118,5.21925536,2,5,7,8
6760,32,Other,21.22,4.61,7.39,7,217,77,5.523601245,7,3,8,1
6129,51,Other,20.58,4.57,7.98,70,174,85,4.736560366,3,8,8,2
2348,29,Male,22.95,3.65,4.7,48,111,127,10.85267555,6,9,3,9
1994,48,Male,22.52,7.39,8.87,37,185,31,4.76370143,3,4,5,8
7192,36,Other,23.1,4.63,5.53,87,175,134,10.51606375,1,9,3,10
3003,49,Other,23.1,7.41,8.31,23,39,51,10.1871378,4,1,1,3
6765,28,Male,22.28,3.39,5.11,27,237,79,7.257320497,9,4,7,7
8257,54,Female,22.15,5.43,7.28,14,173,89,7.044607531,3,6,8,9
4815,19,Female,22.18,4.42,6.24,47,210,30,6.850373724,9,4,2,9
1483,59,Male,21.6,7.03,9.43,55,274,173,5.150741392,1,5,1,10
7170,40,Other,22.18,4.54,6.36,4,81,124,11.99914133,8,2,9,2
7685,35,Other,23.33,8.09,8.76,21,82,162,4.396679764,6,10,3,5
7444,19,Other,20.23,2.83,6.59,63,223,110,7.295186381,3,5,9,5
4168,42,Female,20.65,2.08,5.43,18,260,153,11.58311727,4,7,2,6
3452,48,Male,22.5,3.16,4.66,64,6,135,11.45960337,9,1,6,8
7589,19,Female,23.53,4.8,5.27,4,115,149,9.819485899,6,9,5,8
5723,20,Male,23.88,7.89,8.01,84,272,47,9.125111371,1,1,2,5
5172,54,Female,20.73,2.88,6.15,13,253,47,10.77265021,2,3,5,7
6562,23,Other,23.52,4.65,5.13,62,265,137,7.256735649,6,7,6,9
1632,41,Male,23.68,7.98,8.29,63,221,139,9.438432568,9,8,9,10
9128,33,Male,21.77,3.98,6.21,7,273,76,5.621505621,7,2,5,6
9675,34,Other,23.22,4.62,5.4,56,131,138,11.9580295,10,7,3,6
2543,37,Female,22.33,4.91,6.58,29,98,83,10.88391954,9,1,7,8
9861,24,Female,21.17,5.05,7.89,51,139,140,10.22114056,3,3,2,4
7008,57,Male,20.67,5.56,8.9,87,140,84,8.82106337,7,7,2,7
5714,45,Female,20.38,0.97,4.59,50,111,137,11.60353442,5,5,7,2
2548,33,Female,22.07,3.66,5.59,21,295,36,4.232811611,4,8,10,9
7882,37,Male,22.08,4.61,6.52,79,261,82,7.121567738,2,10,4,1
1448,59,Female,23.73,5.16,5.43,51,294,105,9.733708877,8,10,7,2
7549,53,Other,23.02,8.31,9.29,61,203,110,8.998365659,4,7,7,3
7701,49,Female,23.15,6.57,7.42,68,64,61,6.040923147,10,3,6,9
9810,28,Male,21.55,6.99,9.44,31,97,4,8.907942175,10,2,9,1
9988,42,Female,22.55,5.72,7.17,33,159,116,5.284462486,2,9,7,2
7279,49,Other,21.28,2.3,5.01,48,236,15,10.44724518,10,4,8,2
6906,57,Other,20.48,3.44,6.96,43,127,125,10.61595688,10,9,5,8
4728,44,Female,20.3,2.57,6.27,51,102,100,10.94772273,10,7,9,2
3552,45,Female,22.27,5.17,6.9,76,164,96,7.077693199,8,3,2,4
2867,39,Male,21.27,2.2,4.94,58,264,76,9.715587952,4,7,7,5
5394,26,Other,23.37,8.41,9.05,68,133,114,11.52278702,2,8,1,9
5723,31,Other,22.37,4.06,5.7,12,166,43,7.573772448,2,3,4,8
2144,29,Male,21.8,4.27,6.47,25,149,119,6.375134635,1,1,2,4
1118,24,Other,23.2,7.25,8.05,66,186,2,5.793378214,1,4,7,10
5290,38,Male,23.35,6.36,7.01,16,77,40,10.89934032,1,3,8,5
4759,46,Female,21.57,2.28,4.71,48,70,157,4.992775009,7,8,1,2
3808,45,Other,22.53,4.03,5.5,19,119,96,10.55066319,9,5,4,4
7536,32,Female,22.42,5.1,6.69,51,126,31,9.475461517,8,1,3,3
4980,46,Female,23.98,4.83,4.85,0,42,54,9.723873438,2,2,1,6
9165,47,Male,23.75,5.54,5.79,70,113,28,6.606683516,4,1,5,7
5307,30,Female,22.92,8.02,9.11,86,77,67,6.125427724,10,6,6,8
7073,31,Female,21.88,2.74,4.86,53,276,52,6.934947154,4,3,7,2
7255,33,Female,23.53,4.28,4.75,57,166,163,4.307431349,4,7,5,5
2535,38,Female,23.77,8.71,8.95,75,77,177,8.025637361,8,8,3,3
6060,23,Other,22.6,6.46,7.86,20,192,110,10.04489065,8,10,2,10
9204,55,Male,22.37,5.14,6.78,62,157,110,7.621803413,5,8,7,6
1224,42,Male,22.65,5.89,7.24,45,0,165,11.97738502,6,3,10,1
5661,51,Other,23.35,7.58,8.23,61,86,77,8.375966803,3,6,9,4
4491,23,Other,23.92,8.66,8.74,74,240,22,11.24021278,8,1,2,1
7097,23,Male,22.68,6.46,7.77,68,264,68,11.58018384,3,4,10,10
9455,41,Other,20.67,3.24,6.57,54,138,16,4.071302273,3,6,3,2
2601,18,Other,23.7,6.68,6.98,20,162,99,5.378895327,4,3,7,7
1513,18,Female,20.62,1.87,5.26,68,91,17,10.41571204,1,10,9,8
5694,49,Female,22.15,5.26,7.11,33,87,145,4.614795695,5,9,9,4
2031,41,Female,23.28,6.56,7.27,69,17,55,6.924230375,6,6,10,4
8892,41,Other,22.52,7.8,9.28,63,198,85,7.726973831,7,9,3,5
4724,43,Other,20.02,1.16,5.14,35,112,133,7.56739168,6,2,1,7
4041,39,Male,23.88,7.74,7.85,73,264,125,5.41064683,10,6,4,10
2517,48,Male,23.55,8.8,9.25,32,199,159,6.133277267,8,2,8,7
8750,30,Female,20.77,2.64,5.87,13,257,107,4.959072573,9,8,8,10
8108,29,Female,22.28,4.65,6.37,69,168,78,9.178036091,10,3,9,5
3944,34,Male,22.47,7.81,9.34,29,76,79,7.945564158,2,3,3,8
5594,21,Other,21.4,5.83,8.43,35,55,38,6.441266644,7,10,7,9
3255,22,Other,22.58,5.88,7.3,44,219,18,8.170672686,10,9,1,9
2169,56,Male,22.03,7.43,9.4,56,88,130,10.54487828,4,7,6,6
5031,21,Female,22.7,4.16,5.46,76,72,118,10.10883487,3,9,9,4
2756,28,Other,20.42,3.55,7.13,9,30,35,6.114079023,4,9,9,8
8483,37,Female,21.25,5.9,8.65,34,42,95,8.427558656,4,3,8,3
9199,52,Female,20.67,5.13,8.47,52,172,178,8.348321902,1,7,5,5
5953,34,Other,22.85,3.52,4.67,52,214,76,10.06277034,5,2,2,6
6434,26,Female,22.58,6.43,7.84,83,132,137,11.49181429,9,9,6,4
5370,55,Female,23.57,8.84,9.27,23,197,16,7.256679783,4,7,9,6
7292,51,Other,20.7,3.17,6.47,57,45,128,7.213676267,7,9,9,1
6909,21,Male,22.15,4.28,6.13,35,284,179,5.748387692,9,4,9,4
7084,53,Male,23.55,6.22,6.67,1,207,156,8.34042595,3,10,1,2
6955,42,Male,21.38,3.92,6.54,35,265,112,5.705096834,3,2,1,7
5486,55,Male,23.67,5.55,5.88,24,32,86,9.593545584,2,6,9,2
3959,42,Other,20.72,2.91,6.19,37,162,141,11.90888404,7,7,8,10
7209,18,Female,21.88,5.6,7.72,29,37,96,5.712677236,7,10,9,8
9526,40,Male,22,6.72,8.72,33,237,178,7.213161418,3,2,8,1
7990,32,Male,20.15,2.77,6.62,66,163,131,9.546900921,1,9,9,2
5939,39,Male,20.53,3.64,7.11,39,201,17,11.36216958,10,9,3,5
8490,50,Female,22.75,4.23,5.48,32,185,134,10.84184291,6,6,7,7
1201,38,Other,21.48,5.44,7.96,2,54,142,7.204714859,9,10,2,3
2329,47,Male,22.85,6.45,7.6,3,80,48,11.83289736,7,9,5,8
2607,34,Other,23.83,7.84,8,51,173,165,8.777205636,9,2,6,9
3377,37,Female,22.52,7.99,9.47,16,185,117,5.331361484,7,2,9,8
9536,48,Female,20.05,4.06,8.01,64,103,43,6.350416231,10,7,2,8
5470,54,Male,21.95,5.52,7.57,53,225,50,9.887577614,9,2,8,10
9113,19,Female,22.13,4.29,6.15,62,71,130,7.988690299,9,9,4,2
4190,25,Other,22.73,3.52,4.79,56,66,45,11.08840672,1,8,2,1
2046,28,Male,21.92,2.94,5.03,24,238,8,4.277782945,1,6,8,7
4288,53,Male,21.7,2.23,4.53,66,109,144,5.043515636,2,3,6,8
5142,24,Male,23.6,5.13,5.53,35,63,6,8.27854532,6,10,8,6
5182,52,Male,20.13,3.85,7.72,79,231,69,7.154726345,1,3,1,2
6184,29,Other,20.27,5.25,8.98,6,43,132,6.441356016,2,5,7,7
6560,45,Female,21.05,2.47,5.42,77,60,165,10.99125791,8,5,3,7
4233,41,Male,23.12,6.03,6.91,41,296,160,5.651093938,9,6,7,2
3401,53,Male,21.37,4.91,7.54,13,248,168,4.914357449,9,1,2,2
2537,47,Other,21.3,4.77,7.47,55,94,172,9.447823434,7,5,7,2
9689,55,Male,20.08,5.49,9.4,4,201,178,8.251186456,4,10,2,3
1111,37,Male,22.95,7.83,8.88,55,184,53,11.82092294,5,5,4,6
8890,59,Male,22.9,5.7,6.8,40,187,17,7.32599242,1,3,7,4
2233,23,Other,20.18,2.69,6.51,4,263,38,5.92030735,2,9,5,1
2539,46,Male,21.92,3.92,6.01,21,55,17,7.578947824,4,4,2,3
2222,59,Other,23.97,6.48,6.51,8,8,100,10.50469571,8,9,2,1
6492,41,Other,22.5,3.81,5.31,31,38,175,8.7789126,3,8,8,6
4255,52,Female,20.27,4.18,7.91,69,233,10,8.694020958,8,2,6,8
1744,38,Other,22.55,3.41,4.86,47,53,145,7.459867007,1,6,3,10
6802,25,Male,23.13,3.81,4.67,87,135,115,4.157757858,2,4,10,4
4370,27,Female,21.83,6.17,8.34,62,106,104,6.167579799,4,1,3,9
8399,53,Female,21.55,3.85,6.3,9,184,113,6.905027543,6,2,2,7
3781,53,Other,23.23,6.09,6.86,8,275,78,4.303335553,9,4,9,5
4522,53,Male,23.58,6.35,6.77,53,16,169,8.414320509,4,6,6,7
6130,29,Female,20.07,2.84,6.77,54,78,89,5.81168483,8,7,9,6
5245,31,Male,21.25,5.16,7.91,70,282,78,9.772112515,9,7,8,10
1080,40,Female,22.93,4.43,5.5,2,1,114,5.958073206,4,1,10,9
7405,51,Other,21.9,3.11,5.21,21,90,87,4.907684012,2,4,1,9
6566,35,Female,23.53,4.36,4.82,77,53,86,4.66930728,4,6,8,3
2353,18,Male,23.63,8.15,8.51,86,178,147,5.737316128,8,7,9,1
1637,27,Male,20.98,3.7,6.72,1,193,102,6.018332714,4,2,3,1
6320,41,Male,23.48,6.46,6.97,50,297,107,8.704892564,1,4,4,10
4185,56,Male,21.52,3.73,6.21,77,139,61,8.279238274,10,8,10,6
2459,43,Male,20.47,5.39,8.93,16,122,115,10.0006726,1,2,1,3
9294,36,Female,23.22,6.15,6.93,52,87,97,9.44212503,8,9,10,5
3577,53,Female,23.95,5.16,5.21,47,64,32,11.65580952,7,4,5,1
7018,23,Male,22.1,3.13,5.03,64,133,23,4.302073117,3,4,8,4
8084,46,Male,20.52,5.93,9.42,54,152,172,4.313058036,4,10,10,3
3704,26,Male,20.28,2.64,6.35,56,104,114,9.937774684,3,5,3,4
5661,49,Female,21.08,2.77,5.69,53,204,109,4.403336045,5,1,9,6
2745,43,Female,23.02,3.92,4.9,89,236,174,7.407784258,2,5,5,9
5064,19,Other,23.97,5.66,5.69,25,15,107,9.605855043,5,8,6,4
8283,39,Female,21.52,6.26,8.75,36,176,176,9.960580917,6,7,6,1
2935,20,Male,22.33,7.66,9.32,41,223,22,8.581364666,3,9,5,10
5226,53,Male,22.9,4.53,5.63,77,100,63,5.716815962,2,6,10,2
6856,36,Female,20.95,2.91,5.96,45,256,95,5.885509311,9,1,6,6
3625,49,Female,23.92,4.45,4.54,81,177,117,9.220210537,3,5,8,3
2775,56,Male,21.25,6.61,9.36,69,219,33,5.200154894,4,5,9,2
4726,36,Other,22.32,6.46,8.14,13,37,88,8.997915679,1,8,1,2
5476,42,Other,21.82,2.44,4.62,31,32,25,6.252280321,9,9,2,1
6473,23,Other,22.18,3,4.82,75,47,1,11.05668383,5,8,6,3
4604,59,Male,23.15,4.37,5.22,32,68,79,6.311502805,5,2,6,5
5987,59,Other,22.92,6.13,7.21,26,282,61,7.775503428,7,8,7,10
2534,47,Female,23.15,3.88,4.73,50,291,54,4.488908609,8,4,9,8
7461,34,Other,20.78,6.1,9.32,69,226,179,8.053694111,4,8,4,9
3101,18,Male,21.55,2.85,5.3,50,112,151,11.79160166,10,10,7,7
4597,52,Male,21.27,3.5,6.24,57,293,153,10.28235733,9,9,6,3
8784,35,Other,21.28,6.42,9.13,42,50,4,4.537481572,7,10,8,4
1877,21,Other,23.72,6.16,6.44,10,72,10,7.809862508,6,10,10,10
2812,38,Male,21.95,6.57,8.62,86,111,16,5.259623658,6,3,4,6
2739,23,Male,23.6,5.44,5.84,7,63,41,8.475216927,9,5,9,2
5576,38,Male,23.17,6.83,7.66,65,142,71,11.80318782,9,10,8,7
7066,52,Female,20.67,6.01,9.34,37,234,95,4.879055758,10,7,4,9
2573,47,Male,22.07,6.87,8.8,80,216,23,4.365812918,1,2,10,6
4097,20,Female,23.02,8.34,9.32,37,69,51,5.318182415,10,4,10,4
9777,35,Other,20.53,2.04,5.5,85,213,149,7.120905707,1,3,10,8
7804,59,Male,20.28,1.04,4.76,6,39,167,4.161995038,3,3,9,6
1606,49,Other,20.78,2.22,5.44,34,29,178,9.455979578,10,10,6,6
5407,49,Male,22.2,4.06,5.86,65,202,10,5.412433538,8,3,5,6
1869,19,Male,21.8,7.2,9.4,74,200,33,5.566270455,5,1,4,4
1554,26,Female,22.83,6.84,8.01,38,150,40,9.075840585,3,7,6,4
3774,54,Male,22.63,7.71,9.07,61,93,84,4.328794523,9,2,3,3
4450,53,Male,23.02,5.38,6.37,54,109,148,11.4997375,2,9,10,6
9299,22,Male,22.35,4.36,6.01,15,52,127,7.068015049,6,1,8,2
9638,35,Male,22.82,7.07,8.25,73,64,129,9.32531868,3,1,8,4
5350,55,Other,23.8,4.47,4.67,81,45,170,7.122312807,1,2,6,1
9755,50,Male,23.12,5.51,6.39,61,153,36,5.615526916,1,5,9,1
5161,30,Other,21.42,4.92,7.5,58,183,179,5.644307766,4,9,10,5
4086,59,Other,21.87,4.74,6.88,53,183,93,11.79152613,4,7,10,5
6717,37,Female,20.85,3.62,6.77,76,17,21,7.969881391,6,9,10,3
9972,50,Female,20.62,5.95,9.34,31,30,126,6.062381297,1,4,2,4
9222,53,Male,21.03,1.85,4.82,43,56,8,10.26453976,2,9,8,1
9294,39,Other,22.6,5.07,6.47,73,201,89,9.540619035,8,6,4,4
2554,49,Other,21.53,2.82,5.29,68,298,16,9.398371437,8,10,4,4
7372,20,Male,23.72,5.34,5.62,71,270,82,10.53158434,7,8,7,8
6207,23,Female,22.05,6.77,8.72,50,186,133,6.979389569,3,6,4,1
1787,27,Female,23.43,8.76,9.33,58,11,115,6.417995159,5,8,7,4
5055,48,Male,20.68,3.35,6.66,84,71,13,7.940877431,2,6,4,3
3220,21,Other,23.17,5.42,6.25,38,299,117,7.522503806,2,3,7,2
5558,23,Female,20.95,2.06,5.11,84,108,42,6.196574005,6,6,3,8
9676,58,Other,21.15,3.7,6.55,29,299,70,7.777573622,7,6,7,10
9951,47,Female,23.68,4.46,4.77,49,296,93,5.278284497,9,9,10,5
3766,59,Male,22.98,6.62,7.64,76,95,105,8.077781645,6,1,2,3
7058,57,Female,22.22,4.21,5.99,45,169,133,5.770948476,9,2,5,6
8224,39,Other,22.15,3.77,5.62,64,225,163,7.489658372,7,6,1,1
5692,44,Male,23.25,6.79,7.54,18,121,160,7.223998072,6,6,3,8
8994,42,Male,22.2,3.64,5.44,38,279,165,7.746443899,1,9,4,10
5473,33,Male,23.67,7.65,7.99,24,30,84,10.51814945,3,3,3,4
1429,58,Male,23.27,8.08,8.82,82,56,65,8.848995111,10,3,4,4
2632,18,Female,23.9,8.7,8.8,63,91,149,7.946348645,1,9,6,9
4251,29,Male,20.25,5.21,8.96,20,65,135,8.091542671,10,9,4,8
6480,53,Other,22.7,7.02,8.32,50,237,55,5.835349412,2,2,2,2
7798,29,Other,20.28,5.78,9.5,33,97,143,4.230918716,7,1,4,7
9767,24,Female,23.8,6.27,6.47,10,191,80,9.740294908,10,3,8,4
4223,19,Other,21,2.95,5.95,2,18,105,11.36611851,10,2,8,9
2674,51,Female,22.13,7.27,9.14,67,114,160,9.536600735,6,4,2,7
5158,43,Male,23.5,4.92,5.42,37,24,97,8.044329198,9,4,6,6
4836,30,Female,22.23,5.42,7.19,86,106,140,10.31946177,6,7,9,2
8089,59,Male,20.97,2.38,5.41,69,242,42,7.786833435,7,8,5,6
9847,58,Other,23.62,8.73,9.11,16,85,38,10.03487403,2,2,10,5
9308,36,Female,22.05,6.1,8.05,9,283,33,11.82998332,3,10,8,9
2656,20,Other,20.1,1.49,5.39,45,69,30,5.30202309,6,3,1,2
8230,53,Male,23.15,4.12,4.97,9,255,38,4.614133897,2,9,6,7
3634,18,Male,23.58,6.53,6.94,44,155,96,5.392408891,8,2,6,9
7771,23,Male,20.18,3.61,7.42,82,16,53,4.497949809,3,1,6,1
9276,29,Female,21.12,3.76,6.64,27,265,51,4.542058262,10,4,6,8
4624,26,Other,22.45,6.31,7.86,1,194,116,10.80361819,5,10,7,9
9400,47,Male,22,2.59,4.59,47,129,13,11.13946031,3,1,1,8
4686,42,Female,20.48,3.14,6.66,62,48,55,10.50520961,7,7,5,8
9678,40,Other,23.72,4.3,4.58,50,127,57,7.111667885,1,7,7,2
3972,20,Male,23.02,6.79,7.77,25,251,73,8.890824246,10,6,1,10
6779,25,Other,21.8,5.4,7.6,27,76,156,6.938351581,2,2,9,5
2429,52,Other,20.33,4.94,8.6,23,159,90,4.313574684,10,2,7,4
7389,52,Other,21.37,5.54,8.17,9,81,135,5.335823058,3,4,8,1
3981,19,Other,20.13,1.45,5.32,87,123,72,5.977415752,2,5,2,7
1454,39,Female,21.37,4.26,6.9,64,246,111,10.56051296,9,5,7,9
5345,24,Male,21.65,4.77,7.12,33,235,34,5.61667452,7,5,4,1
9806,52,Male,21.9,3.95,6.05,21,31,94,7.787502943,5,3,6,8
9762,44,Male,20.9,3.13,6.23,83,123,33,10.80584548,5,2,10,10
6102,24,Male,22.85,6.09,7.24,27,43,79,8.288450835,7,4,2,5
8167,23,Male,21.9,6.87,8.97,30,289,168,6.40327887,9,3,9,4
2795,56,Female,21.23,3.33,6.1,3,118,154,6.283661762,1,2,4,4
5789,50,Female,20.87,5.38,8.51,46,39,121,10.67947319,9,1,6,5
7417,44,Female,22.47,5.91,7.44,68,70,149,5.722150192,5,6,4,10
7098,50,Male,21.75,4.88,7.13,40,263,159,11.4424553,9,4,9,2
6516,42,Female,23.63,4.52,4.89,43,189,120,4.192301573,10,9,9,8
9501,51,Other,23.1,6.68,7.58,75,132,75,6.991762074,4,5,1,9
7088,59,Male,21.2,5.36,8.16,63,27,76,4.356150811,5,3,3,4
7609,40,Female,20.47,3.47,7,16,119,108,9.06168248,4,7,3,2
5530,37,Female,21.42,5.65,8.23,23,209,170,9.207748575,4,10,10,3
4422,52,Other,23.65,6.79,7.14,51,128,179,7.874945211,2,3,7,6
5618,53,Other,23.07,4.68,5.61,83,149,104,6.343908298,5,5,6,7
3661,52,Female,23.98,7.66,7.68,2,176,101,4.290185878,6,3,4,5
5698,25,Male,21.43,5.01,7.58,16,217,83,4.316567694,2,9,8,7
5033,55,Other,22.6,4.45,5.85,42,182,133,7.20488739,2,3,3,10
7783,55,Female,22.42,6.32,7.9,53,133,162,6.44812193,9,6,2,7
6618,41,Male,20.97,2.93,5.96,57,62,15,4.825598495,10,4,2,5
1478,30,Female,20.73,3.14,6.41,85,166,128,8.116017319,5,1,4,3
4328,30,Female,22.27,5.88,7.61,50,258,177,5.05999165,4,10,3,7
3030,47,Female,23.22,6.53,7.31,61,74,78,11.22522009,8,1,1,10
6845,40,Other,21.82,4.95,7.13,29,265,98,8.848714724,3,7,5,9
3550,39,Female,21.63,4.67,7.03,2,168,7,9.052622724,2,1,4,5
9010,40,Male,22.03,4,5.96,21,115,90,7.393897962,8,3,4,1
7785,56,Other,21.78,4.86,7.08,56,297,8,7.037232127,8,9,7,7
3173,37,Female,21.43,4.1,6.67,39,221,71,7.574249304,10,2,2,7
5623,22,Other,20.32,1,4.68,80,204,112,7.466555922,1,10,10,10
8445,27,Other,21.53,4.01,6.48,6,43,75,8.047410036,1,7,9,5
5715,24,Other,21.03,2.26,5.23,62,97,7,10.92772763,7,6,1,5
6088,57,Other,21.38,5.55,8.17,22,143,100,11.241071,6,5,1,4
3921,42,Other,21.93,5.52,7.59,68,240,49,7.554681337,9,4,9,6
6312,27,Female,22.58,5.79,7.2,80,12,133,6.239436973,1,5,6,4
8977,34,Other,22.98,3.71,4.72,33,292,41,5.988912952,10,1,10,1
7433,18,Male,21.25,2.21,4.96,15,85,41,5.162208936,5,1,3,2
2665,24,Male,22.18,6.45,8.27,84,195,59,5.189503158,6,1,2,2
7091,42,Female,22.82,3.65,4.83,87,169,62,4.517633575,3,9,10,3
3823,22,Other,21.57,3.22,5.65,18,175,119,8.280233702,4,2,10,9
6137,29,Other,23.53,5.62,6.09,77,8,107,4.562644737,3,7,7,6
4501,44,Other,23.32,7.85,8.53,31,125,146,11.47261479,8,1,8,3
4857,29,Male,22.92,5.01,6.09,22,32,23,11.85991865,4,1,8,4
9263,27,Male,20.4,2.86,6.46,59,50,120,6.87661121,9,4,4,10
7918,28,Male,21.77,7.19,9.43,60,173,79,7.107709141,9,3,8,6
6378,19,Male,21.85,4.01,6.16,46,2,142,9.600272328,2,2,1,6
3305,21,Female,20.13,1.08,4.94,51,209,15,5.114446933,4,3,6,6
1721,40,Other,22.48,7.08,8.6,57,184,134,8.751009803,10,8,8,1
7952,51,Female,23.92,7.57,7.65,4,243,29,8.881558653,2,5,3,5
6681,31,Female,21.28,3.83,6.55,70,174,59,8.438737523,1,2,5,2
4505,21,Male,22.98,5.82,6.84,61,280,32,11.61681229,9,5,6,1
9588,55,Female,23.27,4.12,4.85,4,70,175,4.862589391,6,2,10,1
5019,28,Female,20.02,4.66,8.65,50,147,56,10.87647626,8,3,4,6
3734,26,Other,22.13,6.54,8.4,23,131,136,8.650261856,4,3,3,3
3705,31,Female,21.28,2.12,4.84,81,212,142,6.568158484,6,4,7,8
7278,44,Male,21.78,3.64,5.86,43,72,4,10.25951528,4,10,4,9
3020,39,Female,21.9,3.25,5.35,80,60,17,10.28078407,9,9,9,8
